type,amount,oldbalanceOrg,newbalanceOrig,isFraud
cash_out,0.0169407520488397,0.0,0.0,Fraud
cash_out,0.0025791356164134,0.0,0.0,Fraud
cash_out,0.0114710117415718,0.0,0.0,Fraud
cash_out,0.0089036381279695,0.0,0.0,Fraud
cash_out,0.0001339190320066,0.0,0.0,Fraud
cash_out,0.0044440700621327,0.0,0.0,Fraud
cash_out,0.0034727258299814,0.0,0.0,Fraud
cash_out,0.0105976975328497,0.0,0.0,Fraud
cash_out,0.0057792233812343,0.0,0.0,Fraud
cash_out,0.001591640380402,0.0,0.0,Fraud
cash_out,0.0019159694579167,0.0,0.0,Fraud
cash_out,0.022068908274469,0.0,0.0,Fraud
cash_out,0.0009534152278662,0.0,0.0,Fraud
cash_out,0.002978167711782,0.0,0.0,Fraud
cash_out,0.0190443165515916,0.0,0.0,Fraud
cash_out,0.0057276733689139,0.0,0.0,Fraud
cash_out,0.0112084446788182,0.0,0.0,Fraud
cash_out,0.0080309519193975,0.0,0.0,Fraud
cash_out,0.0151827556286785,0.0,0.0,Fraud
cash_out,0.002600213621451,0.0,0.0,Fraud
cash_out,0.0003143770751361,0.0,0.0,Fraud
cash_out,0.0296750430923353,0.0,0.0,Fraud
cash_out,0.0191699715816232,0.0,0.0,Fraud
cash_out,0.0365507747356351,0.0,0.0,Fraud
cash_out,0.0202329738356807,0.0,0.0,Fraud
cash_out,0.0055103523169742,0.0,0.0,Fraud
cash_out,0.0171506240989991,0.0,0.0,Fraud
cash_out,0.0178436912646422,0.0,0.0,Fraud
cash_out,0.0088832491230965,0.0,0.0,Fraud
cash_out,0.0210367750277892,0.0,0.0,Fraud
cash_out,0.0036434678707888,0.0,0.0,Fraud
cash_out,0.0082689189762716,0.0,0.0,Fraud
cash_out,0.0338764790964785,0.0,0.0,Fraud
cash_out,0.0187726244866572,0.0,0.0,Fraud
cash_out,0.0271000374769089,0.0,0.0,Fraud
cash_out,0.0323102767221561,0.0,0.0,Fraud
cash_out,0.0010780552576552,0.0,0.0,Fraud
cash_out,0.0089959741500378,0.0,0.0,Fraud
cash_out,0.0101937774363128,0.0,0.0,Fraud
cash_out,0.0163097988980419,0.0,0.0,Fraud
cash_out,0.0136028302510764,0.0,0.0,Fraud
cash_out,0.0068909856469455,0.0,0.0,Fraud
cash_out,0.0073461687557343,0.0,0.0,Fraud
cash_out,0.0106114915361464,0.0,0.0,Fraud
cash_out,0.0503331520296233,0.0,0.0,Fraud
cash_out,0.0071989047205382,0.0,0.0,Fraud
cash_out,0.0091377561839237,0.0,0.0,Fraud
cash_out,0.0026756666394843,0.0,0.0,Fraud
cash_out,0.0128484990707912,0.0,0.0,Fraud
cash_out,0.0252906540444663,0.0,0.0,Fraud
cash_out,0.0064487265412456,0.0,0.0,Fraud
cash_out,0.0171367380956804,0.0,0.0,Fraud
payment,0.0004490901073325,0.0006386490923181,0.0002893593017625,Fraud
payment,0.0012119112896467,0.0075061762657079,0.0065283026671779,Fraud
payment,0.0002275800543916,2.242773513832241e-05,0.0,Fraud
payment,0.0007705051841507,0.00772032246777,0.0070803997015094,Fraud
payment,0.000401063095854,0.0071242520439268,0.0067719558182977,Fraud
payment,0.0005772761379689,0.0102339302176519,0.0097270529924901,Fraud
payment,0.0004841541157128,0.0039997158823577,0.0036027869785367,Fraud
payment,0.0002395430572507,0.0015792992388264,0.0013852792858786,Fraud
payment,0.0004389051048983,1.7632840039784512e-05,0.0,Fraud
debit,0.0004495481074419,0.0083050676587385,0.0079082362718652,Fraud
payment,0.0007450501780669,0.0079190786033062,0.0072974973838789,Fraud
payment,0.0003928420938892,0.0004664968908771,0.000161499523541,Fraud
cash_out,0.0071529867095638,0.0001624997682596,0.0,Fraud
cash_out,0.0061157134616555,0.0,0.0,Fraud
cash_out,0.0012399512963483,0.0,0.0,Fraud
cash_out,0.0032700227815354,0.0,0.0,Fraud
payment,0.0006924281654903,0.0118269181086145,0.011221728511863,Fraud
payment,8.91180212992071e-05,0.0008256500011611,0.0007518871611201,Fraud
transfer,0.0480220234772636,0.0008592142668509,0.0,Fraud
payment,0.0003606020861838,0.0008623077475596,0.0005796540016572,Fraud
payment,0.0005944401420711,0.0005832440794545,0.0001225778916439,Fraud
payment,0.0006097571457319,0.0032584405675273,0.0027695347834974,Fraud
payment,3.699500884180712e-05,0.0050465497541934,0.0049868680017299,Fraud
payment,0.0004632791107237,0.4882890742706699,0.4849272143193839,Fraud
payment,0.0001265580302473,0.4879306032728822,0.484829756901985,Fraud
payment,0.0006909601651394,0.4878325422545259,0.4842984953422377,Fraud
payment,0.0001793280428594,0.4872979903347969,0.4841604783854479,Fraud
payment,0.0003196670764004,0.4871591185721906,0.483914594728675,Fraud
payment,0.0010262782452805,0.4869117120389183,0.4831256044664555,Fraud
payment,0.0009026732157388,0.0019705472114636,0.0012644307662951,Fraud
payment,0.0007598181815965,0.0039246216381532,0.00331627691332,Fraud
payment,0.0002055320491221,0.0019436339292976,0.0017735125529099,Fraud
payment,0.0003820690913145,0.0008029129179519,0.0005041250219847,Fraud
transfer,0.0002803610670062,0.0002170076717176,0.0,No Fraud
cash_out,0.0002803610670062,0.0002170076717176,0.0,No Fraud
payment,0.0006734811609619,4.825829905625235e-05,0.0,Fraud
payment,0.0009159592189142,0.0008606063331698,0.0001511102248117,Fraud
payment,0.0001236670295564,0.0306553111053071,0.0303713812357373,Fraud
payment,3.626100866638107e-05,2.467050865215465e-05,0.0,Fraud
payment,0.0005235151251201,0.0020962198652559,0.0016807544158566,Fraud
payment,0.0002616370625312,0.0016911641414753,0.0014794739546568,Fraud
payment,3.374300806457893e-05,0.0009339218259668,0.0009020543017016,Fraud
debit,0.0001391070332465,0.0077389606890401,0.0075842218912311,Fraud
payment,0.0002728980652226,0.0013564912907799,0.0011382058211281,Fraud
payment,0.0008362341998599,6.264298435186603e-06,0.0,Fraud
payment,0.000659632157652,0.0012677083944392,0.0007527218713679,Fraud
payment,0.0004302191028223,0.0008281247857281,0.0004921731395225,Fraud
payment,0.0002864750684675,7.2928807708407e-05,0.0,Fraud
payment,0.0002943990703613,0.0,0.0,Fraud
payment,5.047301206304989e-05,0.0067287072265853,0.0066483118648547,Fraud
payment,0.0003018470721414,0.0038947695493139,0.0036386095757015,Fraud
payment,0.0008945642138008,0.0008613023663292,0.0001682463804062,Fraud
cash_out,0.0280875597129267,0.0001692884116749,0.0,Fraud
payment,0.0001082510258719,0.0010616052422198,0.0009716842011235,Fraud
payment,0.0009454302259578,0.0009777023116971,0.0002448337357797,Fraud
payment,0.0005809971388583,0.0002463501096102,0.0,Fraud
transfer,0.0157880717733491,0.0035998061637361,0.0,Fraud
payment,0.0002732380653038,0.0003488672869274,0.0001365227793295,Fraud
cash_out,0.0102151494414207,0.0001373683309818,0.0,Fraud
payment,5.821301391291033e-05,0.0011970996972623,0.0011448043363009,Fraud
payment,0.0006110751460469,0.0012087002499201,0.0007313983295578,Fraud
cash_out,0.0369986898426868,0.0007359282334253,0.0,Fraud
cash_out,0.021533594146529,0.0,0.0,Fraud
cash_out,0.0065519045659051,0.0,0.0,Fraud
cash_out,0.0116975217957077,0.0,0.0,Fraud
cash_out,0.0262390032711217,0.0,0.0,Fraud
cash_out,0.0051118672217362,0.0,0.0,Fraud
cash_out,0.0202622248426717,0.0,0.0,Fraud
cash_out,0.0118232798257638,0.0,0.0,Fraud
cash_out,0.0118054348214989,0.0,0.0,Fraud
cash_out,0.0498958639251114,0.0,0.0,Fraud
cash_out,0.0691736135324936,0.0,0.0,Fraud
cash_out,0.0058817704057431,0.0,0.0,Fraud
payment,0.0004416651055579,0.0040950724252045,0.0037302140294381,Fraud
payment,0.0004267631019963,0.0007359390606078,0.0004032111662943,Fraud
payment,0.00030054407183,0.0038595038692344,0.0036045624671854,Fraud
payment,0.0001822200435505,0.0019440979514039,0.0017918915505585,Fraud
payment,9.910702368657868e-05,0.0015040503205865,0.0014184340384115,Fraud
cash_out,0.0302690822343106,0.001427219086964,0.0,Fraud
payment,0.0001442670344798,0.0008423547969883,0.0007261010707842,Fraud
payment,0.0004056860969589,0.000323732756169,9.742129273808129e-06,Fraud
payment,0.0003414790816135,9.80246699580126e-06,0.0,Fraud
debit,0.0003426560818948,0.0114302565447371,0.0110963467316518,Fraud
payment,0.0005578591333283,0.0006017593348665,0.0001690956942403,Fraud
debit,0.0003453460825377,0.0002713755951737,4.085161111659975e-06,Fraud
payment,0.0007263241735914,0.0011220054530578,0.0005566556590828,Fraud
payment,0.0003850250920209,0.112067237168235,0.1110813051914969,Fraud
payment,0.0007867901880428,0.1117692854802926,0.1104763869855612,Fraud
debit,0.0012870533076057,0.0008659425873924,0.0,Fraud
payment,0.0006672951594835,0.0007816452380793,0.0002637607522189,Fraud
cash_out,0.0410199598037703,0.0016587243560232,0.0,Fraud
payment,0.0013308393180705,0.0,0.0,Fraud
payment,6.619601582084778e-05,0.0079643980956891,0.0078643117587497,Fraud
payment,0.000212791050857,0.0008474590401577,0.0006785056772417,Fraud
payment,0.0007769011856793,0.0006827079913123,8.118825366409092e-05,Fraud
payment,0.0036346968686925,8.16910918158964e-05,0.0,Fraud
payment,7.469501785210928e-05,0.0,0.0,Fraud
payment,0.000233795055877,0.0,0.0,Fraud
payment,0.0009684462314586,0.0,0.0,Fraud
payment,0.0015783463772247,0.0,0.0,Fraud
payment,0.0009004392152049,0.0,0.0,Fraud
payment,0.0009012562154002,0.0,0.0,Fraud
payment,0.0014418273445967,0.0,0.0,Fraud
payment,0.0004799921147181,0.0,0.0,Fraud
payment,0.0028525056817488,0.0,0.0,Fraud
payment,0.0004180540999149,0.0,0.0,Fraud
payment,0.0004085820976511,0.0,0.0,Fraud
payment,0.0008489512028993,0.0,0.0,Fraud
debit,0.0006664391592789,0.0009184544224231,0.0004003857566525,Fraud
payment,0.0006534471561738,0.0013393998098641,0.0008287258518997,Fraud
cash_out,0.0040682589723138,0.0008338585522217,0.0,Fraud
payment,0.0001550820370646,0.0024373534504116,0.002302969416836,Fraud
debit,0.0007342531754865,0.0,0.0,Fraud
cash_out,0.0106264845397298,0.0,0.0,Fraud
payment,0.0005489111311897,0.0028309215335803,0.0023914141156657,Fraud
payment,0.0003664030875703,0.0037212252815539,0.0034165151609921,Fraud
payment,0.0005504791315645,0.0027864527483922,0.0023460138717252,Fraud
debit,0.0004562751090497,0.0023406048412459,0.0019753164373867,Fraud
payment,0.0011346322711771,0.0568348969841999,0.0556127847043894,Fraud
transfer,0.0123177609439448,0.0005579865828379,0.0,Fraud
payment,0.0007071211690019,0.0,0.0,Fraud
payment,0.0002801440669544,0.0,0.0,Fraud
payment,1.0442002495638596e-05,0.0,0.0,Fraud
payment,0.0006295321504581,5.893080750138508e-05,0.0,Fraud
payment,0.0002607620623221,0.0045394926910037,0.0043109433162121,Fraud
payment,0.0005317711270932,0.0043376430747588,0.0039020344454359,Fraud
payment,0.0001458240348519,8.754550405717574e-05,0.0,Fraud
transfer,0.0522262544820748,1.856088425240475e-06,0.0,Fraud
debit,0.0003581820856055,0.0104788565527659,0.0101388695141572,Fraud
payment,0.0003702580884916,0.0018988557960387,0.0016024000265422,Fraud
payment,0.0002771220662321,0.0011083941379394,0.0008883891879849,Fraud
payment,0.0003894030930673,0.0008938914122256,0.0005889065264855,Fraud
payment,0.0018779454488289,0.0005925539096474,0.0,Fraud
payment,0.0006657941591248,0.001369638583792,0.0008492884700033,Fraud
transfer,0.0026921036434127,0.0008545485245719,0.0,Fraud
transfer,0.0053781192853705,0.0,0.0,Fraud
transfer,0.0080330909199087,0.0,0.0,Fraud
transfer,0.0211073570446583,0.0,0.0,Fraud
transfer,0.0100675494061443,0.0,0.0,Fraud
transfer,0.0473497233165838,0.0,0.0,Fraud
transfer,0.1538198367629409,0.0,0.0,Fraud
transfer,0.242157627875673,0.0,0.0,Fraud
transfer,0.1349668612570798,0.0,0.0,Fraud
transfer,0.0314400825141797,0.0,0.0,Fraud
transfer,0.1457211498273548,0.0,0.0,Fraud
transfer,0.0180366493107591,0.0,0.0,Fraud
transfer,0.0445036426363705,0.0,0.0,Fraud
transfer,0.1123204538445884,0.0,0.0,Fraud
debit,9.936102374728468e-05,0.003567711301383,0.0034691972142217,Fraud
transfer,0.0176331912143327,0.0034906836317355,0.0,Fraud
transfer,0.0161215258530446,0.0,0.0,Fraud
transfer,0.0108441245917457,0.0,0.0,Fraud
transfer,0.0075440308030233,0.0,0.0,Fraud
transfer,0.0055534483272741,0.0,0.0,Fraud
transfer,0.0438434804785918,0.0,0.0,Fraud
transfer,0.0928720521964204,0.0,0.0,Fraud
transfer,0.147877000342603,0.0,0.0,Fraud
transfer,0.2545476228368818,0.0,0.0,Fraud
transfer,0.206108092259834,0.0,0.0,Fraud
transfer,0.0983477505051123,0.0,0.0,Fraud
transfer,0.0635505731885869,0.0,0.0,Fraud
transfer,0.0848229382726822,0.0,0.0,Fraud
transfer,0.0739110716647461,0.0,0.0,Fraud
transfer,0.0324395627530555,0.0,0.0,Fraud
transfer,0.0982860654903696,0.0,0.0,Fraud
transfer,0.0955852838448828,0.0,0.0,Fraud
transfer,0.0179250892840963,0.0,0.0,Fraud
payment,0.0005444491301233,5.150645380042318e-05,0.0,Fraud
payment,6.46250154453787e-05,6.751521646812228e-05,1.7244529576896183e-05,Fraud
payment,0.0008492322029664,0.0008606836701875,0.0002024741122264,Fraud
cash_out,0.0373065959162764,0.0015493698129694,0.0,Fraud
0.0,0.0143233904232903,0.0,0.011009279381592,Fraud
0.0,0.0228449554599443,0.0110774651775306,0.0285683156358389,Fraud
0.0,0.0035900108580125,0.0287452530422518,0.0313278169869466,Fraud
0.0,0.0232951305675362,0.031521845320885,0.0492328613913873,Fraud
0.0,0.0065910575752627,0.0495377843317497,0.0542989953536599,Fraud
0.0,0.019349033624419,0.0546352953137686,0.069171032451061,Fraud
0.0,0.0060834264539389,0.0695994421353003,0.0738469970182044,Fraud
0.0,0.0062322774895143,0.0743043672142755,0.0786373691547683,Fraud
0.0,0.034963820356353,0.0791244084441245,0.1055110815632906,Fraud
0.0,0.0135321832341917,0.1061645627610485,0.1159122314871831,Fraud
0.0,0.0380012840823069,0.1166301320408003,0.1451205677387357,Fraud
0.0,0.0418685980065949,0.1460193696562228,0.1773013586796989,Fraud
0.0,0.0311021204334067,0.1783994718116794,0.2012069313742539,Fraud
0.0,0.0151860026294546,0.2024531032887439,0.2128792227966458,Fraud
0.0,0.0228707714661143,0.2141976868615553,0.2304581022502191,Fraud
0.0,0.0220428752682471,0.2318854408241408,0.2474006519523606,Fraud
0.0,0.0182859103703325,0.2489329239371467,0.2614555622884237,Fraud
0.0,0.023187916541912,0.2630748831358005,0.2792782017298796,Fraud
0.0,0.003806878909844,0.2810079068098588,0.2822043884148803,Fraud
0.0,0.0087114920820466,0.283952216785337,0.2889003087396443,Fraud
0.0,0.0114269357310376,0.290689608185642,0.2976833451781485,Fraud
0.0,0.0073196727494017,0.2995270422199886,0.3033094990046188,Fraud
0.0,0.0764770772780214,0.305188041540286,0.3620907008483803,Fraud
0.0,0.0106844995535953,0.3643333038184339,0.3703030929293572,Fraud
0.0,0.0006284891502089,0.3725965592185429,0.3707863402032185,Fraud
0.0,0.0024933955959215,0.3730827994766734,0.3727029717448014,Fraud
0.0,0.0055834783344513,0.3750113016450842,0.3769946706087249,Fraud
0.0,0.0063252915117446,0.3793295810773467,0.3818565342176577,Fraud
0.0,0.0104603415000216,0.3842215565608563,0.3898966370306559,Fraud
0.0,0.0154158466843873,0.3923114556221585,0.4017455888049854,Fraud
0.0,0.0257345701505622,0.4042337936899743,0.4215256107112565,Fraud
0.0,0.020107146805608,0.4241363228458676,0.4369803408934824,Fraud
0.0,0.0053558302800434,0.4396867716525344,0.4410970672725993,Fraud
0.0,0.0334232079881467,0.4438289949107014,0.466786650192776,Fraud
0.0,0.0227332824332545,0.4696776858522143,0.4842598534843094,Fraud
0.0,0.0134423722127269,0.487259109149139,0.4945919745616472,Fraud
0.0,0.0002641060631213,0.4976552220532779,0.4947951527204547,Fraud
0.0,0.0134974752258965,0.4978596585927655,0.5051696257352478,Fraud
0.0,0.0025087645995947,0.5082983857404076,0.5070980700409181,Fraud
0.0,0.0147386315225329,0.5102387738350717,0.5184265084950085,Fraud
0.0,0.0217612752009447,0.5216373747917163,0.5351526169075536,Fraud
0.0,0.0355292194914834,0.5384670760894572,0.5624609005310094,Fraud
0.0,0.0012334092947848,0.5659444931311906,0.5634090944792834,Fraud
0.0,0.0349503583531356,0.5668985597035326,0.5902724598626158,Fraud
0.0,0.0285183018158741,0.5939283029111315,0.6121920847089662,Fraud
0.0,0.013295109177531,0.615983686603726,0.6224110172320335,Fraud
0.0,0.0214849071348928,0.6262659099220922,0.6389247072586999,Fraud
0.0,0.0054986183141697,0.6428818772240753,0.6431511826632115,Fraud
0.0,0.0062868685025615,0.6471345292364723,0.6479835132090108,Fraud
0.0,0.0061148474614485,0.6519967887442938,0.6526836282648256,Fraud
0.0,0.0131406911406251,0.6567260138876062,0.6627838735990801,Fraud
0.0,0.0010841942591224,0.6668888149299521,0.6636173794353549,Fraud
payment,0.0002052450490535,0.0017164951082588,0.0015479924443012,Fraud
0.0,0.0313371244895727,0.0015575799107704,0.0256341915173857,Fraud
0.0,0.0013287483175708,0.0257929564729538,0.0266556639558244,Fraud
